char,code
籊,tit5
籌,ciu2
籍,cit6
籐,ten2
籓,fan1
籙,luk6
籚,lu2
籛,cien2
籜,tok6
籟,lai4
籠,lung1
籣,lan2
籤,ciam1
籧,ki2
籩,bien1
籪,ton4
籬,li2
籮,lo2
籯,yin3
籲,yi4
米,mi3
籸,sin1
籹,li3
籽,zu3
粄,ban3
粉,fun3
粑,ba1
粒,lip5
粔,ki3
粕,pok5
粗,cu1
粘,zam1
粘,ngiam2
粞,si1
粟,suk5
粢,zu1
粥,zuk5
粱,liong2
粲,can3
粳,gang1
粵,yet6
粹,cui4
粺,pai4
粻,zong1
粼,lin2
粽,zung4
精,zin1
精,ziang1
粿,go3
糅,yiu3
糈,si1
糊,fu2
糒,pi4
糕,gau1
糖,tong2
糗,ciu4
糙,cau4
糜,mi2
糝,sam3
糞,bun4
糟,zau1
糠,hong1
糢,mu2
糧,liong2
糯,lo4
糰,ton2
糲,li4
糴,tak6
糶,tiau4
糸,met5
系,hi4
糾,giu3
紀,gi3
紂,ciu4
紃,sun2
約,yok5
紅,fung2
紆,vu1
紇,ngiet5
紈,fon2
紉,ngiun4
紊,fun3
紋,vun2
納,lap6
紏,deu3
紐,liu3
紑,feu2
紓,su1
純,sun2
紕,pi3
紖,yin3
紗,sa1
紘,fen2
紙,zi3
級,kip5
紛,fun1
紜,yun2
紞,dam3
紟,kim1
素,su4
紡,fong3
紡,piong3
索,sok5
紩,zit5
紫,zu3
紬,ciu2
紮,zat5
累,lui4
細,se4
細,si4
紱,fut5
紲,siet5
紳,sin1
紹,sau2
紺,gam4
紼,fut5
紽,to2
紾,zin3
紿,toi4
絀,zot5
絁,si1
終,zung1
絃,hien2
組,zu3
絆,pan4
絇,ki1
絏,siet5
結,giet5
結,git5
絓,ga4
絕,ciet6
絛,tau1
絜,giet5
絞,gau3
絡,lok6
絢,hien4
給,gip5
絧,tung2
絨,yung2
絪,yin1
絫,li3
絮,si4
絰,diet5
統,tung3
絲,su1
絳,gong4
絹,gien4
絺,hi1
絻,mun4
絿,kiu2
綀,su1
綁,bong3
綃,siau1
綄,fan2
綅,cim1
綆,gen3
綈,ti2
綌,hit5
綍,fut5
綎,yen2
綏,sui1
綑,kun3
經,gin1
經,gang1
綜,zung4
綝,cim1
綞,do3
綟,lui4
綠,luk6
綡,liong2
綢,ciu2
綣,gien3
綦,ki2
綪,cien4
綪,zen1
綬,siu4
維,vui2
綮,ki3
綯,tau2
綰,gon3
綱,gong1
網,miong3
綴,dot5
綵,cai3
綸,lun2
綹,liu3
綺,yi3
綻,can4
綽,sok5
綾,lin2
綿,mien2
緀,ci1
緄,gun3
緅,zeu1
緆,siak5
緇,zu1
緉,liong3
緊,gin3
緋,fui1
緌,sui1
緎,vet5
緒,si4
緗,siong1
緘,kiam2
緙,gak5
線,sien4
緝,cip5
緞,ton4
締,ti4
緣,yen2
緦,su1
緧,ciu2
編,bien1
緩,fon4
緬,mien3
緯,vui3
緲,miau3
練,lien4
緶,bien1
緻,zi4
縈,yin2
縈,yang1
縉,zin4
縊,yi4
縋,cui2
縍,bong3
縎,gut5
縐,ziu4
縑,giam1
縓,ngien2
縗,cui1
縚,tau1
縛,piok6
縝,zin3
縞,gau3
縟,yuk6
縠,guk5
縡,zai3
縢,ten2
縣,yen4
縩,cai4
縪,bit5
縫,fung2
縫,pung4
縭,li2
縮,suk5
縯,yen4
縰,sai3
縱,zung3
縱,zung4
縱,zung1
縲,lui2
縳,con4
縵,man4
縶,zip5
縷,leu3
縹,piau4
縻,mi2
縼,sien4
總,zung3
績,zit5
繀,sui4
繁,fan2
繂,lut6
繃,ben1
繄,yi1
繅,sau1
繆,miu2
繆,miu4
繆,miu4
繇,yiu2
繈,giong3
繐,sui4
繒,zen1
繓,cot5
織,zit5
繕,sien3
繖,san3
繘,yut6
繙,fan1
繚,liau2
繜,zun1
繞,ngiau3
繞,van1
繡,siu4
繢,kui3
繣,vak6
繨,dat5
繩,sin2
繪,kui4
繫,hi4
繫,gai1
繭,gan3
繯,van2
繰,zau3
繲,gai4
繳,giau3
繴,pit5
繵,dan4
繶,yit5
繸,sui4
繹,yit6
繻,si1
繼,gi4
繽,bin1
繾,kien3
纁,hiun1
纂,zon3
纆,met6
纇,lui4
纈,giet5
纊,kong4
續,suk6
纍,lui2
纏,cien2
纑,lu2
纓,yin1
纔,cai2
纕,siong1
纖,siam1
纘,zan4
纚,li2
纛,tau4
纜,lam4
缶,feu3
缸,gong1
缺,kiet5
缽,bat5
缾,piang2
罃,ang1
罄,kin1
罅,la4
罈,tam2
罊,ke4
罋,vung4
罌,ang1
罍,lui2
罏,lu2
罐,gon4
网,miong3
罔,mong3
罕,hon3
罛,gu1
罝,zia1
罞,mung2
罟,ku1
罠,min2
罡,gong1
罣,ga4
罥,gien1
罦,fu1
罧,sem1
罩,zau4
罪,cui4
罭,vet5
置,zi4
罯,ep5
罰,fat6
署,su4
罳,su1
罵,ma4
罶,liu3
罷,pa4
罹,li2
罻,vui4
罽,gi4
罾,zen1
罿,cung1
羅,lo2
羆,bi1
羇,gi1
羈,gi1
羉,lan2
羊,yong2
羌,giong1
羍,dat5
美,mui1
羑,yiu3
羒,fun2
羔,gau1
羖,gu3
羚,lin2
羜,du3
羝,dai1
羞,siu1
羣,kiun2
群,kiun2
羨,sien4
義,ngi4
羬,ham2
羭,yi2
羯,giet5
羱,ngien2
羲,hi1
羳,fan2
羵,fun2
羶,zien1
羷,giam3
羸,lui2
羹,gang1
羼,can4
羽,yi3
羾,fung2
羿,ngi4
翀,cung1
翁,vung1
翃,fen2
翅,ci4
翊,yit6
翌,yit6
翍,pi1
翎,lin2
翏,liu4
翑,ki2
習,sip6
翔,siong2
翕,hip5
翛,siau1
翜,sep5
翟,tit6
翟,cak6
翠,cui4
翡,fui3
翣,ciap5
翥,zu4
翦,zien3
翨,ci3
翩,pien1
翪,zung1
翫,ngan4
翬,fui1
翮,gak5
翯,hok6
翰,hon4
翱,gau1
翳,ngi4
翹,kiau2
翹,hiau4
翻,fan1
翼,yit6
翽,fui4
翾,van2
翿,tau2
耀,yau4
老,lau3
老,lau4
考,kau3
耄,mau4
者,za3
耆,ki2
耇,geu3
耋,diet5
而,yi2
耍,sa3
耎,ngion3
耏,yi2
耏,lai4
耐,lai4
耑,don1
耑,zon1
耒,loi3
耔,zu3
耕,gang1
耕,gang1
耖,cau1
耗,hau4
耘,yun2
耘,vun2
耙,pa2
耜,su4
耞,ga1
耡,co2
耤,cit6
耦,ngeu3
耨,ngeu4
耩,gong3
耬,leu2
耰,yiu2
耳,ngi3
耴,zap5
耵,din3
耶,ya2
耷,dap5
耷,dep6
耽,dam1
耿,gen3
聆,lin2
聊,liau2
聊,liau4
聒,gat5
聖,sin4
聘,pin4
聚,ci4
聞,vun2
聤,tin2
聧,kui2
聯,lien2
聰,cung1
聱,ngau2
聲,sang1
聲,sang1
聳,sung3
聵,kui4
聶,ngiap5
職,zit5
聻,zit5
聽,tang4
聽,tin4
聾,lung1
聿,lut6
肂,si4
肄,yi4
肅,suk5
肆,si4
肇,sau4
肉,ngiuk5
肋,lak6
肌,gi1
肐,yit5
肓,fong1
肕,ngiun4
肖,siau4
肘,ziu3
肙,yen1
肚,du3
肛,gong1
肜,yung2
肝,gon1
股,gu3
肢,zi1
肥,pui2
肥,fui2
肩,gien1
肪,fong1
肫,zun1
肭,lep5
肯,ken3
肯,hen3
肱,gen1
育,yuk5
肴,ngau2
肵,ki2
肸,hit5
肺,pui4
胃,vui3
胄,ciu4
胈,pat6
胊,ki2
背,boi4
背,poi4
胍,ga1
胍,gu1
胎,toi1
胏,zi3
胐,kut5
胔,zu1
胖,pan4
胖,pan2
胗,kin1
胙,cu4
胚,poi1
胛,gap5
胞,bau1
胠,ki1
胡,fu2
胤,yin3
胥,si1
胦,yong1
胭,yen1
胯,ka1
胰,yi2
胱,gong1
胲,goi1
胳,gak5
胴,tung4
胵,ci1
胸,hiung1
胺,on1
胺,at5
胼,pin2
能,len2
胾,zu4
脀,zin1
脁,tiau1
脂,zi1
脅,hiap5
脆,cioi4
脈,mak5
脊,zit5
脖,put6
脘,gon3
脛,gin4
脝,hen1
脞,co4
脡,tin3
脢,moi2
脣,sun2
脤,sin4
脧,zoi1
脧,zun4
脩,siu1
脫,tot5
脬,pau1
脯,pu3
脯,pu3
脰,teu4
脷,li4
脹,zong4
脽,sui2
脾,pi2
腆,dien3
腊,lap6
腊,sit5
腋,yit6
腌,yap5
腍,lem2
腎,sin4
腎,kin1
腐,fu4
腑,fu3
腒,gi1
腓,fui2
腔,kiong1
腕,von3
腜,moi2
腠,ceu4
腡,lo2
腢,ngi2
腤,am1
腥,siang1
腥,sen1
腦,lau3
腩,lam4
腫,zung3
腮,soi1
腯,dut5
腯,tun3
腰,yau1
腱,kien4
腳,giok5
腴,yi2
腶,ton4
腸,cong2
腹,fuk5
腺,sien4
腿,tui3
膀,pong2
膂,li3
膃,vut5
膇,zui4
膈,gak5
膊,bok5
膋,liau2
膍,pi2
膏,gau1
膕,get5
膘,biau1
膚,fu1
膛,tong2
膜,mok6
膝,cit5
膞,bok5
膟,lut6
膠,gau1
膣,cit6
膨,pang2
膩,li4
膫,liau2
膬,cui4
膮,hiau1
膰,fan2
膱,zit5
膲,ziau1
膳,sien4
膴,fu1
膴,vu3
膷,hiong1
膺,yin1
膻,tan4
膻,sien1
膼,ko1
膽,dam3
膾,kai4
膿,lung2
臀,tun2
臂,bi4
臃,yung3
臄,kiok5
臆,yi4
臇,zun4
臉,liam3
臉,ngiam4
臊,sau1
臌,gu3
臍,ci2
臏,bin4
臑,yi2
臕,biau1
臘,lap6
臚,lu2
臛,kok5
臝,lo3
臞,ki1
臟,cong4
臠,lan2
臡,li2
臢,zam1
臣,sin2
臥,ngo4
臧,zong1
臨,lim2
自,cu4
臬,ngiet5
臭,ciu4
臲,ngiet5
至,zi4
致,zi4
臺,toi2
臻,zin1
臼,kiu1
臾,yi2
臿,cap5
舀,yau3
舁,yi2
舂,zung1
舄,sit5
舅,kiu1
與,yi1
興,hin1
興,hin4
興,hin3
舉,gi3
舊,kiu4
舌,siet6
舍,sa4
舐,se1
舒,su1
舔,tiam3
舖,pu4
舖,pu1
舛,con3
舜,sun4
舞,mu3
舟,ziu1
舠,dau1
舡,gong1
舢,san1
舥,ba1
舨,ban3
航,hong2
舫,fong3
般,ban1
舲,lin2
舳,cuk6
舴,zak5
舵,to4
舶,pok6
舷,hien2
舸,ko3
船,son2
舽,pong2
艄,sau1
艇,tiang3
艋,mang3
艎,fong2
艏,siu3
艐,zung1
艑,bien1
艓,tiap6
艕,bong4
艖,ca1
艗,yit6
艘,seu3
艙,cong1
艚,cau2
艛,leu2
艜,dai4
艞,yau4
艟,tung2
艤,ngi4
艦,lam4
艨,mung2
艩,ci2
艫,lu2
艭,sung1
艮,gen4
良,liong2
艱,gan1
色,set5
艴,fut5
艷,yam4
艸,cau3
艽,giu1
艾,ngioi4
艿,yin2
芃,pung2
芄,yen2
芊,cien1
芋,vu3
芍,sok5
芎,giung1
芏,tu3
芐,fu4
芑,hi3
芒,mong2
芘,pi2
芙,fu2
芝,zi1
芞,ket5
芟,sam1
芡,kiam4
芣,feu2
芤,keu1
芥,gai4
芧,si4
芨,kip5
芩,kim2
芫,ngien2
芬,fun1
芭,ba1
芮,lui4
芰,ki3
花,fa1
芳,fong1
芴,vut6
芵,giet5
芷,zi3
芸,yun2
芹,kiun2
芺,yau3
芻,co1
芼,mau3
芽,nga2
芾,fui4
苑,yen4
苒,ngiam3
苓,lin2
苔,toi2
苕,tiau2
苗,miau2
苙,lip6
苛,ko1
苜,muk5
苞,bau1
苟,geu3
苠,min2
苡,yi3
苣,ki4
苤,pi1
若,yok6
苦,fu3
苦,ku3
苧,cu1
苨,li3
苫,zam1
英,yin1
苲,za4
苳,dung1
苴,zu1
苶,ngiap5
苹,pin2
苺,moi2
苻,pu2
苾,bit5
茀,fut5
茁,zot5
茂,meu4
范,fam4
茄,kio2
茄,ga1
茅,mau2
茆,mau3
茇,pat6
茈,zu3
茉,mat6
茖,get5
茗,men3
茙,yung2
茛,gen4
茜,cien4
茢,liet6
茦,cu4
茨,ci2
茩,geu3
茫,mong2
茬,ci2
茭,gau1
茯,fuk6
茱,zu1
茲,zu1
茳,gong1
茴,fui2
茵,yin1
茶,ca2
茷,fat6
茸,yung2
茹,yi2
茺,cung1
茼,tung2
荀,sun2
荁,fon2
荃,cien2
荄,goi1
荅,dap5
荇,hen4
荈,con3
草,cau3
荊,gin1
荋,yi2
荍,kiau1
荎,zi4
荏,ngim4
荐,zien4
荑,yi2
荒,fong1
荓,pin2
荔,lai1
荔,lai4
荖,lau3
荳,teu4
荷,ho2
荷,ho4
荸,put6
荻,tit6
荼,tu2
荽,sui1
莆,pu2
莉,li4
莊,zong1
莌,tot5
莍,kiu2
莎,sa1
莎,so1
莒,gi3
莓,moi2
莔,mang2
莕,hen4
莖,gin3
莘,sin1
莙,kiun2
莚,yen2
莛,tin2
莝,co4
莞,gon3
莞,van3
莠,yiu3
莢,giap5
莤,yiu2
莦,sau1
莧,han4
莨,liong2
莩,fu1
莪,ngo2
莫,mok6
莽,mong3
莿,cu4
菁,zin1
菂,dit5
菅,gan1
菆,zeu1
菇,gu1
菉,luk6
菊,kiuk5
菋,mui4
菌,kiun3
菑,zu1
菑,zai1
菔,fuk6
菖,cong1
菗,ciu2
菘,sung1
菜,coi4
菝,pat6
菟,tu3
菠,bo1
菢,pau4
菤,gien3
菥,sit5
菩,pu2
菪,tong4
華,fa2
華,fa4
菰,gu1
菱,lin2
菲,fui1
菴,am1
菶,fung3
菸,yen1
菹,zu1
菻,lim3
菼,tam2
菽,suk5
菾,tiam2
萁,ki2
萁,gi1
萃,cui4
萄,tau2
萆,bi1
萇,cong2
萊,loi2
萋,ci1
萌,men2
萍,pin2
萎,vui3
萑,van2
萩,ciu1
萬,man4
萭,yi3
萱,hien1
萵,vo1
萸,yi2
萹,bien1
萼,ngok6
落,lok6
落,lau4
葆,bau3
葉,yap6
葍,fuk5
葎,lut6
葐,pun2
葑,fung1
葒,fung2
著,zu4
著,zok5
葙,siong1
葚,sim4
葛,got5
葠,sem1
葡,pu2
董,dung3
葦,vui3
葩,ba1
葫,fu2
葬,zong4
葭,ga1
葮,ton4
葯,yok6
葱,cung1
葳,vui1
葵,kui2
葶,tin2
葷,fun1
葸,si1
葺,cip5
葽,yau1
蒂,di4
蒐,seu1
蒔,si4
蒙,mung2
蒜,son4
蒞,li4
蒟,gi3
蒡,pong2
蒢,cu2
蒧,diam3
蒨,cien4
蒯,kai4
蒱,pu2
蒲,pu2
蒸,zin1
蒹,giam1
蒺,cit6
蒻,ngiok6
蒼,cong1
蒿,gau1
蒿,kau1
蓀,sun1
蓁,zin1
蓂,men2
蓄,cuk5
蓆,ciak6
蓉,yung2
蓊,vung3
蓋,goi4
蓌,co4
蓍,si1
蓐,yuk6
蓑,so1
蓓,pui4
蓧,tiau2
蓪,tung1
蓬,pung2
蓮,lien2
蓯,cung1
蓰,sai3
蓳,giun3
蓴,sun2
蓷,tui1
蓺,ngi4
蓼,luk6
蓼,liau3
蓽,bit5
蓿,suk5
蔀,pu4
蔂,lo2
蔇,gi4
蔉,gun3
蔊,hon4
蔋,tit5
蔌,suk5
蔎,siet5
蔏,song1
蔑,met5
蔓,man4
蔔,pet6
蔕,dai4
蔗,za4
蔘,sem1
蔚,vui3
蔞,leu2
蔟,cuk6
蔡,cai4
蔣,ziong3
蔤,met6
蔥,cung1
蔦,ngiau3
蔫,yen1
蔬,so1
蔭,yim4
蔯,cin2
蔽,bi4
蕁,cim2
蕃,fan1
蕈,cim3
蕉,ziau1
蕊,yui1
蕎,kiau2
蕓,yun2
蕕,yiu2
蕖,ki2
蕘,ngiau2
蕙,fui4
蕝,ciet6
蕞,cot5
蕡,fun2
蕢,kui4
蕣,sun4
蕨,giet5
蕩,tong4
蕪,vu2
蕫,dung3
蕬,su1
蕭,siau1
蕮,sit5
蕷,yi4
蕸,ha2
蕹,vung4
蕺,cip5
蕻,fung4
蕾,lui2
蕾,lui3
薀,vun3
薁,yuk5
薄,pok6
薅,gau1
薆,oi4
薇,mi2
薈,fui4
薉,ve4
薊,gi4
薌,hiong1
薏,yi4
薐,lin2
薑,giong1
薔,siong2
薖,ko1
薘,tat6
薙,ci3
薛,siet5
薜,pit5
薝,zam1
薟,ciam1
薟,liam2
薠,fan2
薡,din3
薢,gai4
薤,hai4
薦,zien4
薨,gen1
薩,sat5
薪,sin1
薯,su2
薰,hiun1
薱,dui4
薳,yen3
薴,len2
薶,mai2
薷,yi2
薸,piau2
薹,toi2
薺,ci2
薽,zin1
薿,ngi3
藄,ki2
藇,yi1
藉,zia4
藉,cit6
藋,tit6
藍,lam2
藎,zin4
藏,cong2
藐,miau3
藒,giet5
藕,ngiu3
藙,ngi4
藚,suk6
藜,lai2
藝,ngi4
藞,la3
藟,lui3
藤,ten2
藥,yok6
藦,mo2
藨,biau1
藩,fan2
藪,seu3
藪,deu4
藫,tam2
藬,tui2
藭,kiung2
藶,let6
藷,zu1
藹,oi3
藺,lin4
藻,zau3
藾,lai4
藿,kok5
蘀,tok6
蘄,ki2
蘅,fen2
蘆,lu2
蘇,su1
蘉,mong2
蘊,vun4
蘋,pin2
蘑,mo2
蘗,pit5
蘘,yong2
蘙,yi4
蘚,sien3
蘡,yin1
蘢,lung2
蘧,ki2
蘩,fan2
蘭,lan2
蘶,ngui4
蘸,ziam3
蘹,fai2
蘺,li2
蘼,mi2
蘿,lo2
虆,lui2
虍,fu1
虎,fu3
虐,ngiok5
虒,su1
虓,hau1
虔,kien2
處,cu4
處,cu3
虖,fu1
虙,fuk6
虛,hi1
虜,lu1
虞,ngi2
號,hau4
虡,ki3
虢,get5
虣,pau4
虥,can4
虧,kui1
虩,hit5
虫,cung2
虯,kiu2
虰,den1
虱,sit5
虹,fung2
虺,fui1
虺,vui3
虼,gak5
蚆,ba1
蚇,cak5
蚊,mun1
蚋,lui4
蚌,pong1
蚍,pi2
蚎,yet6
蚑,ki2
蚓,yin3
蚕,cam2
蚖,ngien2
蚘,fui2
蚚,ki2
蚝,cu4
蚣,gung1
蚤,zau3
蚧,gai4
蚨,fu2
蚩,ci1
蚪,deu3
蚯,hiu1
蚰,yiu2
蚱,zak5
蚳,ci2
蚵,ho2
蚶,ham1
蚺,lam4
蚻,zat5
蚻,cat6
蚾,pi2
蚿,hien2
蛀,zu4
蛃,biang3
蛄,gu1
蛅,ngiam2
蛆,zu1
蛇,sa2
蛇,yi4
蛈,tiet5
蛉,lin2
蛋,tan4
蛐,kiuk5
蛑,meu2
蛓,cu4
蛔,fui2
蛘,yong2
蛙,va1
蛛,du1
蛜,yi1
蛞,gat5
蛟,gau1
蛣,giet5
蛤,gap5
蛩,kiung2
蛭,zit5
蛵,hin1
蛷,kiu2
蛸,sau1
蛸,siau1
蛹,yung3
蛺,giap5
蛻,tui4
蛾,ngo2
蜀,suk6
蜂,fung1
蜃,sin3
蜆,han3
蜇,ziet5
蜈,ng2
蜉,feu2
蜊,li4
蜊,li1
蜋,long2
蜌,pi3
蜍,su2
蜎,gien1
蜑,tan4
蜒,yen2
蜓,tin2
蜘,di1
蜚,fui1
蜜,mit6
蜞,ki2
蜡,za4
蜢,mang3
蜢,mang1
蜣,giong1
蜥,sit5
蜦,lun2
蜧,lui4
蜨,tiap6
蜩,tiau2
蜮,vet5
蜰,pui2
蜱,bi1
蜲,vui3
蜴,yit6
蜷,kien2
蜻,ciang1
蜼,vui4
蜾,go3
蜿,van1
蝀,dung4
蝃,di4
蝌,ko1
蝍,zit5
蝎,hiet5
蝓,yi2
蝕,sit6
蝗,fong2
蝘,yen3
蝙,bien1
蝛,vui1
蝝,yen2
蝟,vui4
蝠,fuk5
蝡,ngion1
蝣,yiu2
蝤,ciu2
蝥,mau2
蝦,ha1
蝦,ha2
蝨,sit5
蝪,tong1
蝫,zu1
蝭,ti2
蝮,fuk5
蝯,yen2
蝲,la2
蝴,fu2
蝶,tiap6
蝸,vo1
蝹,vun1
蝻,lam2
螂,long2
螃,pong2
螄,su1
螇,hi1
螈,ngien2
螉,vung1
融,yung2
螓,cin2
螔,yi2
螗,tong2
螞,ma1
螟,men2
螢,yin2
螣,ten2
螫,sit5
螬,cau2
螭,li2
螮,dai4
螯,ngau2
螰,luk6
螲,zit5
螳,tong2
螵,piau1
螺,lo2
螻,leu2
螽,zung1
螾,yin3
螿,ziong1
蟀,sut5
蟄,cit6
蟆,mok6
蟈,get5
蟉,liu2
蟊,mau2
蟋,sit5
蟑,zong1
蟒,mang3
蟘,tit6
蟜,giau3
蟞,biet5
蟟,liau2
蟠,pan2
蟠,fan2
蟢,hi3
蟣,gi1
蟥,vong2
蟦,pui2
蟧,lau2
蟨,ket5
蟪,fui4
蟫,yim1
蟬,sam2
蟯,ngiau2
蟲,cung2
蟳,cim2
蟶,cin1
蟹,hai3
蟺,sien3
蟻,li1
蟾,sam2
蠁,hiong3
蠃,lo3
蠅,yin2
蠆,cai4
蠈,cet6
蠉,fan2
蠋,zuk5
蠍,hiet5
蠐,ci2
蠑,yin2
蠓,mung2
蠔,hau2
蠕,yi2
蠖,vok5
蠙,bin1
蠛,met5
蠜,fan2
蠟,lap6
蠡,li1
蠢,cun3
蠣,li4
蠩,zu1
蠪,lung2
蠮,yet5
蠯,pi2
蠱,gu3
蠲,gien1
蠵,hi1
蠶,cam2
蠹,du4
蠻,man2
蠾,zuk5
血,hiet5
衁,fong1
衃,feu2
衃,pui1
衄,luk6
衈,ngi3
衊,met5
衋,sit5
行,hang2
行,hang2
行,hong2
行,hang2
衍,yen3
衎,kon4
衒,hien4
術,sut6
衕,tung2
衖,hong4
街,gai1
衙,nga2
衚,fu2
衛,vui4
衝,cung1
衞,vui4
衡,fen2
衢,ki2
衣,yi1
表,biau3
衩,ca4
衫,sam1
衭,fu1
衯,fun1
衰,soi1
衱,giap5
衲,lap6
衵,ngit5
衷,cung1
衽,ngim4
衾,kim1
衿,kim1
袀,giun1
袁,yen2
袂,mi4
袈,ga1
袋,toi4
袍,pau2
袎,yiu4
袑,sau4
袒,tan3
袖,ciu4
袗,zin3
袙,pa4
袚,fut5
袞,gun3
袡,ngiam4
袢,pan4
袤,meu4
袨,hien4
袪,ki1
被,pi4
被,pi1
袱,fuk6
袷,giap5
袺,giet5
袼,lok5
袽,yi2
袾,zu1
裀,yin1
裁,cai2
裂,liet6
裉,ken4
裊,ngiau3
裋,su4
裌,giap5
裍,kun3
裏,li1
裏,di1
裒,peu2
裔,yi3
裕,yi4
裘,kiu2
裙,kiun2
裛,yip5
補,bu3
裝,zong1
裟,sa1
裡,li1
裧,zam1
裨,pi2
裨,bi1
裯,ciu2
裰,dot5
裱,biau3
裳,song2
裴,pui2
裶,fui1
裸,lo3
裹,go3
裺,yam3
裻,duk5
裼,tit5
製,ze4
裾,gi1
褂,ga4
複,fuk5
褉,giet5
褊,bien3
褌,gun1
褐,hot5
褑,yen4
褒,bau1
褓,bau3
褕,yi2
褖,ton4
褗,yen3
褘,vui3
褙,boi4
褚,cu1
褡,dap5
褢,fai2
褥,yuk6
褦,lai4
褧,gen3
褪,tun4
褫,ci3
褭,ngiau3
褯,cia4
褱,fai2
褲,fu4
褳,lien2
褵,li2
褶,sip6
褶,zap5
褸,leu1
褸,leu3
褻,siet5
褼,sien1
襁,giong3
襄,siong1
襆,puk5
襋,git5
襌,dan1
襏,pat5
襓,ngiau2
襖,au3
襗,yit6
襘,kai4
襚,sui4
襛,ngiung2
襜,zam1
襝,liam2
襞,bit5
襟,kim1
襠,dong1
襠,long4
襡,suk6
襢,tan3
襤,lam2
襦,yi2
襩,suk6
襪,mat5
襫,sit5
襭,giet5
襮,bok5
襯,cin4
襱,lung2
襲,sip6
襳,siam1
襴,lan2
襶,dai4
襺,gan3
襻,pan4
襾,a4
西,si1
要,yau4
要,yau1
覂,fung3
覃,tam2
覆,fuk5
覆,puk5
覈,het5
見,gien4
規,gui1
覓,met5
視,si4
覘,zam1
覜,tiau4
覟,zi4
覡,sang4
覦,yi2
親,cin1
覬,gi4
覭,men2
覯,geu4
覲,giun3
覶,lo2
覺,gok5
覺,gau4
覽,lam4
覿,tuk6
觀,gon1
觀,gon4
角,gok5
觔,gin1
觕,cu1
觖,giet5
觚,gu1
觝,di3
觡,gak5
解,gai3
解,gai4
觥,gen1
觩,kiu2
觫,suk5
觭,ki2
觰,ca1
觱,bit5
觳,guk5
觴,song1
觶,zi4
觸,cuk5
言,ngien2
訂,dang4
訃,fu4
訄,kiu2
訇,vang1
計,ge4
訊,sin4
訌,fung2
討,tau3
訏,hi1
訐,giet5
訑,yi2
訒,ngiun4
訓,hiun4
訕,san4
訖,ngiet5
託,tok5
記,gi4
訛,ngo2
訝,nga3
訟,sung4
訢,hiun1
訣,giet5
訥,lap6
訧,yiu2
訪,fong3
訬,cau3
設,siet5
許,hi3
訴,su4
訶,ko1
診,zin3
註,zu4
証,zin4
訾,zu3
詀,zam1
詁,gu3
詄,diet5
詆,di3
詈,li4
詌,gam4
詍,yi4
詎,ki3
詏,au4
詐,za4
詑,to2
詔,zau4
評,pin2
詖,bi4
詗,hin4
詘,kiut5
詛,zu3
詞,cu2
詠,yun3
詡,hi3
詢,sun2
詣,ngi4
試,ci4
試,si4
詨,hau4
詩,si1
詫,ca4
詬,geu4
詭,gui3
詮,cien2
詰,giet5
話,va4
話,fa4
話,va4
該,goi1
詳,siong2
詶,ciu2
詷,tung2
詹,zam1
詺,miang4
詻,gak5
詼,foi1
詿,ga4
誂,tiau2
誄,loi3
誅,zu1
誇,ka1
誌,zi4
認,ngin4
誏,long4
誑,kong2
誒,e1
誓,si4
誕,dan4
誖,put6
誘,yiu3
誚,ciau4
語,ngi1
誠,sin2
誡,gai4
誣,mu2
誤,ngu4
誥,kau4
誦,sung4
誧,pu2
誨,fui4
說,soi4
說,sot5
說,yet6
誰,sui2
課,ko4
誶,sui4
誹,fui3
誼,ngi4
誾,ngiun2
調,tiau4
調,tiau2
諂,ciam3
諄,zun1
談,tam2
諉,vui3
請,ciang3
請,ciang3
諍,zen4
諏,zeu1
諑,dok5
諒,liong4
諓,cien4
諕,hak5
論,lun4
諗,lem3
諗,sim3
諛,yi2
諜,tiap6
諝,si1
諞,pien2
諞,pien3
諟,si4
諠,sien1
諡,si4
諤,ngok6
諦,di4
諧,hai2
諫,gan4
諭,yi4
諮,zu1
諯,zon1
諱,vui3
諲,yen1
諳,am1
諴,ham2
諵,lam2
諶,sim2
諷,fung4
諸,zu1
諺,ngien4
諼,sien1
諾,lok5
謀,meu2
謁,yet5
謂,vui4
謄,ten2
謅,ciu1
謆,sien4
謇,kien3
謈,pok6
謊,fong3
謎,mi2
謏,siau3
謐,met6
謒,ciong1
謔,ngiok5
謖,suk5
謗,bong4
謙,kiam1
謚,si4
講,gong3
謝,cia4
謞,kok5
謠,yau2
謦,kin4
謧,li2
謨,mu2
謪,song1
謫,zak5
謬,meu3
謯,za1
謱,leu2
謳,iu1
謶,sok5
謷,ngau2
謹,giun3
謺,zip5
謻,yi2
謼,fu1
謾,man4
譁,fa2
譂,sien4
譆,hi1
譈,dui4
證,zin4
譊,lau2
譎,git5
譏,gi1
譐,zun3
譑,giau3
譒,bo4
譓,fui4
譔,con3
譖,ziam4
識,sit5
譙,ziau1
譚,tam2
譜,pu3
譟,cau4
警,gin3
譧,liam2
譫,zam1
譬,pit5
譭,fui3
譯,yit6
議,ngi4
譴,kien3
護,fu4
譹,hau2
譺,ngi3
譽,yi4
譾,zien3
讀,tuk6
讀,teu4
變,bien4
讌,yen4
讒,cam2
讓,ngiong4
讕,lan2
讖,ciam1
讘,ngiap5
讙,fon1
讚,zan4
